title,views,date_time,like_button,description
Geek Week 2022 |11th - 17th October | GeeksforGeeks,3.4K views,2 years ago,68,"The Biggest Programming Festival is back yet again with loads of fun, games, events and offers! Starting from 11th-17th October!
"
Happy Dussehra 🔥,1.6K views,2 years ago,104,"A very Happy Dussehra to all!

Our courses:  "
Stay Tuned for a Big Surprise!!! | GeeksforGeeks,3.1K views,2 years ago,96,"📢 We have got some Big things planned in store for all the Geeks!!
So Stay Tuned !!
"
GeeksforGeeks Goes to Delhi Technological University | GfG X DTU,1.8K views,2 years ago,49,"Here's the fun that went down at Delhi Technological University when GfG visited them! Wish to invite us to your campus too? Write to us at campus@geeksforgeeks.org
"
Roadmap to a CAREER AT WALMART | Preparation Strategies by Walmart SDE | GeeksforGeeks,7.8K views,2 years ago,206,"💼 Is Walmart the company that you are targeting?
If your answer is ""Yes"", then you have got to have alot of questions and queries regarding the interviews at Walmart."
EP 12 - Roadmap to Web Development | Everything About Web Development Ft. Prakash Sakari,2.9K views,2 years ago,144,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th"
EP 11 - Road Map of DSA for Web Development | Everything About Web Development Ft. Prakash Sakari,4.2K views,2 years ago,187,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th"
EP 10 - Biggest Coding Mistakes | Everything About Web Development,2.3K views,2 years ago,104,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can I make something like th"
EP 9 - Overrated Topics in Web Development | Everything About Web Development,1K views,2 years ago,37,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th"
EP 8 -  How Important is UI for Websites? | Everything About Web Development,930 views,2 years ago,26,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th"
EP 7 - Underrated Topics in Web Development | Everything About Web Development,1K views,2 years ago,50,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th"
EP 6 - Frameworks to Choose for Web Development | Everything About Web Development,1.2K views,2 years ago,48,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th"
EP 5 - What is Frontend and Backend Development? | Everything About Web Development,1.9K views,2 years ago,68,"Have you ever wanted to create awesome websites which you can show people and say ""I developed it myself""?
Has browsing through some websites made you wonder, ""how can i make something like th"
"EP 4 - Is HTML, CSS and JavaScript Enough? | Everything About Web Development Ft. Prakash Sakari",3.5K views,2 years ago,134,"Hello everyone, we are here with a series on web development, where our mentor Prakash Sakari, will be clearing all the doubts and answering some frequently asked questions.
"
EP 3 - Web Developers vs Website Builders | Everything About Web Development,2.3K views,2 years ago,74,"Hello everyone, we are here with a series on web development, where our mentor Prakash Sakari, will be clearing all the doubts and answering some frequently asked questions.
"
EP 2 - Future of Web Development | Everything About Web Development,4.6K views,2 years ago,161,"Hello everyone, we are here with a series on web development, where our mentor Prakash Sakari, will be clearing all the doubts and answering some frequently asked questions.
"
EP 1 - Web 3.0 Explained! Web 1.0 vs Web 2.0 vs Web3.0 | Everything About Web Development,4.7K views,2 years ago,164,"Join us on our 1st Episode [Web 3.0 Explained!] as we delve into the world of web development, covering the evolution from Web 1.0 to cutting-edge Web 3.0. 
"
Job or Higher Studies? The BEST Choice After Graduation! Ft. Avinash Kumar | GeeksforGeeks,8.6K views,2 years ago,198,"In today's video, we have our mentor Prakash Sakari, along with our senior mentor Avinash Kumar. They will discuss what a student should do after graduation, start working for a company/startup or go for higher studies?"
Capture Your Dream Job with Job-A-Thon | Monthly Hiring Challenges by GeeksforGeeks,3K views,2 years ago,107,"Be the Super Geek and capture your Dream Job.
Only with the super power of Job-A-Thon.
(Held on 21st of every Month!)"
Walmart Interview Experience 2022 | Walmart Interview Questions | GeeksforGeeks,21K views,2 years ago,358,"In this video,Ayushi Sharma will share her interview experience with Walmart. 🌟

Muskan Agarwal will be our host today. Ayushi completed her Btech in Computer Science fr"
How A Medical Aspirant Cracked FAANG? | Amazon Interview Experience | GeeksforGeeks,3.1K views,2 years ago,102,"In this video, Twinkle Bajaj will share how one can crack FAANG companies. 🔥

Mehak will be our host today. Twinkle is an SDE at Amazon! She graduated from Jalpaiguri "
Refer And Earn | Referral Program By GeeksforGeeks,2.7K views,2 years ago,59,"""To share is to care""
For the first time ever, we bring to you an opportunity to earn while you learn from our courses. If you have ever bought any of our courses, then you can share your personalised coupon cod"
A++ Advice To Get Your Dream Job | GeeksforGeeks ft. ‪@thegeekmonk1707‬,4.7K views,2 years ago,138,"They say, 'Practice makes you perfect' Why don't you practice with the most trusted resources out there and take a step towards your dream job!
"
Dream Company Ka Sapna Ab Hoga Poora | GeeksforGeeks ft. ‪@shashank_mishra‬,5.5K views,2 years ago,91,"""All your friends are toxic, ambitionless, so lazy and so negative...""
Don't Be Like Them! GfG Karlo, Ho Jayega!
"
"GfG Karlo, Ho Jayega! | GeeksforGeeks ft. ‪@itssiddharthsingh‬",6.1K views,2 years ago,113,"Get access to ultimate skill-building workshops, exclusive courses, and placement guidance with GeeksforGeeks!
GfG Karlo, Ho Jayega!"
Refer Your Friends: Learn And Earn Together | Refer & Earn | GeeksforGeeks,1.8K views,2 years ago,30,"""To share is to care""
For the first time ever, we bring to you an opportunity to earn while you learn from our courses. If you have bought any of our courses, then you can share your personalised coupon code whi"
Job-A-Thon Exclusive: Hiring Challenge For Amazon Alexa | GeeksforGeeks,3.9K views,2 years ago,99,"An exclusive opportunity for individuals looking for SDE 2 | SDET profiles, GfG brings to you a hiring challenge to become a part of the Amazon India team! Participate in our Job-A-Thon, partnered with Amazon,  and find yourself in the hot seat for an interview opportunity for one of the m"
Presenting Coders Ka Dost | GeeksforGeeks Ft. ‪@Hustle_With_Harman‬,7.7K views,2 years ago,168,"As the saying goes, ""You got a friend in me""
Toh ab GfG Karlo, Ho Jayega 😉
"
How To Crack FAANG Companies As A Tier-3 College Student? | GeeksforGeeks,8.5K views,2 years ago,268,"In this video, Mukul Kumar will share how one can crack FAANG companies. 🔥

Muskan Agarwal will be our host today. Mukul is an SDE at Amazon! He will share his journe"
Weekly Interview Series By GeeksforGeeks | Practice Interview Problems,81K views,2 years ago,56,"Participate in Interview Series every Sunday for free and get a chance to win rewards and GeekBits. Participate in contests every Sunday at 7 PM to prepare for coding interview rounds of top tech giants. Appear on monthly leaderboard, practice and level up! "
THIS Will Make You RICH! | Make Money Sitting at Home | GeeksforGeeks,7.2K views,2 years ago,227,"In today’s video, Our Mentor Prakash Sakari will share 8 easy and effective ways to make money from home!
"
Geek-O-Lympics 2022 | GeeksforGeeks,3.7K views,2 years ago,87,"Job-A-thon, 24 hour Doubt Marathon, Geek-Streak, Cheat-Code, Easiest Coding Contest, Amazon Job-A-Thon, Summer Interview Prep, BGMI, and a lot more fun and learning await your summers! 
"
How To Land A Consultancy Job Without An MBA?  Ft. Dhairya Gangwani | GeeksforGeeks,18K views,2 years ago,634,"In today's video, we have Dhairya Gangwani, founder and career coach at Dhairya Decodes.

Dhairya has worked as an SAP Associate Consultant at KPMG in India for 2.7 years primaril"
"DON'T Repeat These 5 Coding Mistakes! Ft. Prakash Sakari, Mentor - GeeksforGeeks",6.7K views,2 years ago,247,"In today's video, our mentor Prakash Sakari will share 5 coding mistakes that students should avoid!
"
Delivery Hero Interview Experience 2022 | Delivery Hero Interview Questions | GeeksforGeeks,6.5K views,2 years ago,59,"In this video, Rohan Verma will share his interview experience with DeliveryHero, a German multinational online food-delivery service. 🌟
"
Geek-O-Lympics 2022 LIVE Now | GeeksforGeeks,3.5K views,2 years ago,56,"What's a Geek with all work and no fun? We wouldn't know. We always have something to keep them on their toes. We bring you Geek-O-lympics 2022, the ultimate coding and gaming contest. Get ready for a month long roller coaster of coding, games, and fun activities. What's more? "
Geek-O-Lympics 2022,3.4K views,2 years ago,104,"What's a Geek with all work and no fun? We wouldn't know. We always have something to keep them on their toes. We bring you Geek-O-lympics 2022, the ultimate coding and gaming contest. Get ready for a month long roller coaster of coding, games, and fun activities. What's more? "
"Not from tier 1 college? No problem! | GeeksforGeeks ft‪@TharunSpeaks‬  | GfG Karlo, Ho Jayega!",9.1K views,2 years ago,498,"Every student in their lives has strived hard for one thing of paramount importance: a successful life. Throughout the learning journey of youngsters in India, there has been a narrative that only those students get high-paying jobs in MNCs that carry the tag of a tier 1 college. "
Spend Your Summer Vacations Wisely! Ft. Sandeep Sir | GeeksforGeeks,9.8K views,2 years ago,552,"🌞 It's time to use your summer vacations to skill up yourself with Free resources at GeeksforGeeks.
Practice multiple coding problems, read interview experience, and participate in Job-A-Thon"
PayPal Interview Experience 2022 | PayPal Interview Questions | GeeksforGeeks,12K views,2 years ago,207,"In this video, Ujjwal Mittal will share his interview experience with PayPal.  🌟

Dhvani Gupta will be our host today. Ujjwal is a final year(BTech-CSE) student at Jaypee Inst"
"Zabardast Gyaan | GeeksforGeeks ft. ‪@IqlipseNova‬   | GfG Karlo, Ho Jayega!",28K views,2 years ago,279,"Yeh coding nhi asaan without the right gyaan. Aur coding gyaan ka bhandaar lekar aa gya hai GeeksforGeeks! 
"
Google Interview Experience 2022 | Google Interview Process | GeeksforGeeks,65K views,2 years ago,1.3K,"In this video, Utkarsh Nigam will share his interview experience with Google. 🌟

Mishika Khandelwal will be our host today. Utkarsh is a CSE undergraduate student at Punja"
Happy Fathers Day | GeeksforGeeks,2.2K views,2 years ago,135,"Wishing all the Fathers around the world, 🎉🎈Happy Fathers Day🎈🎉

-----------------------------------------------------------------------------------------"
From One Aspirant To Another | GeeksforGeeks ft. Naveen Kasturia,3.4K views,2 years ago,75,"Agar dil mein coding ka khaab lekar chal rahe ho toh aspirant ho tum. 
Aur tumhari inhi aspirations ko poora karne mein tumhari help karega GeeksforGeeks!
"
"How to Prepare a Winning Resume in 5 Steps Ft. Prakash Sakari, Mentor - GeeksforGeeks",3.6K views,2 years ago,157,"In today's video, our mentor Prakash Sakari will share how you can build an impressive resume in 5 easy steps.
"
One Stop Destination To Succeed In The World Of Coding! | GeeksforGeeks ft. Mayur More,33K views,2 years ago,262,"Get help with your coding problems, find top tech jobs, practice daily with the help of free resources, master new skills & become a top learner and earner! And don't forget to tell your freinds- GfG Karlo, Ho Jayega!"
Hotstar Interview Experience 2022 | Hotstar Interview Process | GeeksforGeeks,9.2K views,2 years ago,187,"In this video, Dibyendu Biswas will share his interview experience with Hotstar. 🌟

Muskan Agarwal will be our host today. Dibyendu is currently a 4th-year student of IIT KGP, "
"GeeksforGeeks Goes To Dronacharya College, Gurugram",1.5K views,2 years ago,39,"Who says that Geeks don't have fun? Witness the madness as we took over the Guru Dronacharya College, Gurugram campus with a challenge and exciting rewards in the end! Watch the full "
BEST Opportunities For Women In Technology | Internships & Courses #shorts,2.8K views,2 years ago,81,"There is an increasing amount of evidence to show that a more diverse workforce creates a more successful & sustainable business. 
"
GeeksforGeeks Goes To KIET Ghaziabad,2.9K views,2 years ago,36,Who says that Geeks don't have fun? Witness the madness as we took over the KIET GAZIABAD campus with a challenge and exciting rewards in the end! Watch the full video to know more about it.
